airline_sentiment_Index,features,rawPrediction,probability,prediction
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[73,144,166,232,330,389,402,409,433,451,551,649,728,748,924],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.601123654969767,-0.1229059901398104,-1.4782176648299565]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8167695425125692,0.1456676026979714,0.037562854789459366]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[136,174,415,449,519,590,620,943],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0021301362326218,-0.08638581685945079,-0.9157443193731712]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6740203462241634,0.22695331706605693,0.0990263367097796]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[32,188,231,240,292,401,415,453,494,588,637,680,699,809,869],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9574951891122347,-0.47904445600084405,-0.4784507331113911]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6776723985527187,0.16111595740632567,0.1612116440409557]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,244,277,331,392,415,430,660,661,855,999],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0030647949731502,0.4579326666995508,-1.4609974616727017]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6006533530645245,0.34823789629807084,0.051108750637404665]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[34,81,128,248,299,330,332,456,663,711,745,904],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8257295167532708,-0.18800796739566034,-1.6377215493576105]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8585088834393455,0.11460134535267703,0.02688977120797742]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[4,29,389,415,426,661,687,858],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8143796824838377,-0.8541330117576533,0.039753329273814364]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6062798925199397,0.11430028383505697,0.27941982364500323]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[25,29,177,415,466,594,661],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1615865992825951,0.17440854653677,-1.3359951458193657]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6873275102955767,0.25611661067110497,0.05655587903331835]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[22,29,268,301,352,415,475,515,525,712,806,871,981],""values"":[1,1,1,1,1,1,2,1,2,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7395766582427366,0.030219309731364274,-1.7697959679741015]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8258335667397396,0.1494610631357551,0.024705370124505244]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[7,50,111,144,330,505,690,814,849,898,994],""values"":[1,1,1,1,1,1,1,2,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.7709413613277403,-0.07479550707076144,0.8457368683985016]}","{""vectorType"":""dense"",""length"":3,""values"":[0.12434193109694185,0.24943070315686147,0.6262273657461968]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[73,77,161,387,389,412,426,540,544,566,603,669,697,736,928],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8786464517838157,-0.10352303569762605,-1.7751234160861895]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8593550684015147,0.1183933671243828,0.02225156447410248]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[34,48,61,66,250,560,658,827],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3085187804265134,-0.5128544821462235,0.20433570171971072]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4271883954009117,0.18788909346584615,0.38492251113324233]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[2,29,216,240,282,347,372,415,454,512,515,523,616,645,928],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7365016474516869,0.05240119552636863,-0.7889028429780564]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5806941484941724,0.29298568282955545,0.12632016867627194]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,232,347,387,415,597,650,700,870,989],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.17622024305478842,0.7126733222293696,-0.8888935652841583]}","{""vectorType"":""dense"",""length"":3,""values"":[0.32737299214872134,0.5597852616216361,0.11284174622964252]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[16,146,182,415,476,487,551,602,634,693,791,853,904,999],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.838924431757378,-1.8929457844263216,-0.9459786473310556]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9694421717121163,0.008540765230082533,0.022017063057801347]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[2,372,413,415,422,445,613,882],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2286242925880526,-0.07911642480287345,-1.1495078677851795]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7335928543324982,0.19838576890207044,0.06802137676543125]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[16,29,37,94,98,415,460,682,812,815,856,925,958],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7006855472802588,-1.3758541147887564,0.6751685675084973]}","{""vectorType"":""dense"",""length"":3,""values"":[0.47615213718854593,0.05969198501547209,0.4641558777959821]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,27,72,219,276,297,347,415,537,545,736,778,807,874],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9556095247321892,-0.5210191373573927,-1.4345903873747972]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8946720749891288,0.0751757414930837,0.03015218351778737]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[94,241,249,260,273,296,373,663,740,763,783,811,829,979],""values"":[1,1,1,1,1,1,1,2,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.495206335307062,-1.1016479274662272,-0.39355840784083485]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8158163105131813,0.06078450820130485,0.12339918128551403]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[16,25,29,161,401,527,642,763,871,895],""values"":[1,1,1,2,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6295802110733503,-0.21066884232270883,-0.41891136875064183]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5611454941746229,0.2421920887358778,0.19666241708949925]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[61,71,276,330,488,869,873,904,933,981],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3121723519706707,-0.6495962027694557,-0.6625761492012145]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7816128758743642,0.10990221540654546,0.10848490871909017]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,29,41,146,234,287,294,303,327,372,407,415,426,581,619,892],""values"":[1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.8101963784371424,-0.400390709561201,-2.4098056688759413]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9562604139990744,0.03856878179811199,0.005170804202813747]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[121,133,387,560,650,681],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5926451248895841,0.5060438704490846,-1.0986889953386685]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4758922036495622,0.43641346631791395,0.08769433003252382]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[9,28,29,74,104,190,297,484,792,805,885,970],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.013198061461707801,0.6060415442293147,-0.5928434827676072]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2926019696631982,0.5435125654755638,0.163885464861238]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[76,114,133,214,263,270,279,330,560,690,824],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5001940098029072,-0.6885355399360682,-0.8116584698668389]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8256707196426991,0.09252385468911264,0.08180542566818826]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[151,230,392,496,736,795,833,858,910,940],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.4794383954885895,-0.4967735657314109,-0.9826648297571787]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8170944715921966,0.11324377084326294,0.06966175756454036]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[8,142,225,262,297,441,656,664],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7237311681725542,0.12647525280329708,-0.8502064209758511]}","{""vectorType"":""dense"",""length"":3,""values"":[0.568974734111556,0.3131179992013898,0.11790726668705423]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[25,29,39,158,389,476,536,541,661,680,692,809,874,901,910,931,962],""values"":[1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.4189547863334484,-0.5122869068182225,-1.9066678795152265]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9375971973579297,0.050002786631271896,0.012400016010798376]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,159,307,405,560,678,713,999],""values"":[1,2,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.741596855001995,-0.7725438944470331,-0.9690529605549629]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8715158914913175,0.07053389327653306,0.057950215232149445]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[182,415,426,444,472,515,527,597,600,619,778,802,821,948],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.639858855867648,-0.7549370203906547,-0.8849218354769932]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8537761760448167,0.07785695200075393,0.0683668719544294]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[114,212,277,281,330,385,510,515,588,736,817,845],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5299650245932837,-0.749045744376273,-0.7809192802170111]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8322521319468378,0.08521050029569183,0.08253736775747028]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[103,274,351,415,422,587,599,665,680,691,699,716,808,889,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3863691241364724,-0.3119763319411876,-1.0743927921952854]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7884222316892856,0.14427025583931952,0.06730751247139478]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,34,66,133,185,252,260,362,415,678,731,811,896,948],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6382121270168125,-0.16636198673331432,-0.4718501402834989]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5628042185401432,0.25173015671233995,0.185465624747517]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,55,92,157,207,344,393,505,560,661,681,683,874,876,891],""values"":[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.1105438382628776,-1.06009224794397,-1.050451590318908]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9222026022659598,0.03871119580034606,0.03908620193369415]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[0,26,117,158,224,252,297,413,473,515,675,990],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5287093480723672,-0.6128297953166946,-0.9158795527556728]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8304022280512532,0.09755058384394823,0.07204718810479868]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,326,545,604,635,649,736,987],""values"":[1,1,1,1,1,1,2,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9883756293305986,-0.3256374065202046,-0.6627382228103945]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6846616089831195,0.18399556956499696,0.1313428214518837]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[415,422,436],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.34541430193518285,0.15117625517497793,-0.4965905571101612]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4435951607624886,0.365283695506591,0.19112114373092026]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[47,129,152,177,277,297,347,504,650,662],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3912448688630907,0.9685167155031305,-1.3597615843662212]}","{""vectorType"":""dense"",""length"":3,""values"":[0.338435631714235,0.6028122349993313,0.05875213328643374]}",1
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,426,477,681,766,783,952,958],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3139059052148011,-0.222938929675024,-0.09096697553977717]}","{""vectorType"":""dense"",""length"":3,""values"":[0.44411847631314216,0.2596271414722041,0.29625438221465383]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[11,29,310,372,408,436,540,560,636,697,771],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.808802198640412,-1.2742588367992473,-0.5345433618411647]}","{""vectorType"":""dense"",""length"":3,""values"":[0.875791182170198,0.04012769123838014,0.08408112659142183]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[53,95,132,182,205,372,487,527,536,560,839,868,996],""values"":[1,1,1,1,1,1,1,2,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5838056726966496,-0.5364125983646049,-1.0473930743320439]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8389279043607678,0.10067590552899586,0.0603961901102362]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[7,56,66,252,330,415,419,426,463,527,623,956,993],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1848471726355962,-0.6606145017154783,-0.5242326709201179]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7468345368541701,0.1179642936755403,0.1352011694702894]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,66,415,433,451,463,506,515,533,592,815,850,952],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.44012525788938,-0.08240650961409773,-1.3577187482752828]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7817995991039061,0.17055650902929828,0.047643891866795594]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[123,241,262,297,426,928,929],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7756043533021498,0.5583189573026484,-1.3339233106047983]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5192120064109944,0.4178100460503796,0.06297794753862603]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[34,260,404,601,708,736],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6166125129985386,0.3747835532146216,-0.9913960662131602]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5036574251771695,0.39546700798336887,0.10087556683946164]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,79,85,102,197,257,286,320,330,357,391,392,733,808,913],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3919122594226858,0.04097867897476226,-1.4328909383974484]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7585419319747654,0.1964611102629625,0.04499695776227214]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[224,290,406,574,591,653,699,736,783,995],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.4650175721952026,-0.9946106593409865,-0.47040691285421604]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8131207143899241,0.06949475952250449,0.11738452608757156]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[25,65,330,433,549,619,712,944,952],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.11299376386322182,-0.27418200166254464,0.3871757655257664]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2857034582106905,0.24317131032186878,0.47112523146744084]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,426,493,626,736,985],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6807033084454556,0.053670713491736854,-0.734374021937193]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5627204270191992,0.30059093864012953,0.13668863434067127]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,138,233,304,397,415,467,475,491,660,802,895,928],""values"":[1,1,1,1,1,2,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.489783004344179,-1.0365277967763267,-1.4532552075678533]}","{""vectorType"":""dense"",""length"":3,""values"":[0.953468411421768,0.028044583011261497,0.01848700556697042]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,58,79,560,594,661,986],""values"":[2,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1134229287221693,-0.12083459242257566,-0.9925883362995941]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7078276467683275,0.20601378955683983,0.08615856367483257]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,151,188,231,248,272,519,699,736,738,776,827,930,944],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6169883324735498,0.03060594703338887,-0.6475942795069395]}","{""vectorType"":""dense"",""length"":3,""values"":[0.543864468819518,0.30257152390269954,0.15356400727778236]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[415,619,723,736,815,928],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5528559226045093,-0.3925149164312938,-1.1603410061732156]}","{""vectorType"":""dense"",""length"":3,""values"":[0.826952949691954,0.11819986485526167,0.054847185452784455]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[74,77,151,304,404,415,426,433,610,660,736,804,870,996],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1512253330790687,0.6729784114417382,-1.824203744520807]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5984817758437737,0.37098037112136484,0.03053785303486128]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[226,415,530,891],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8129722827283244,0.34654980326638873,-1.1595220859947135]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5661386803058426,0.35510608894776596,0.07875523074639158]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,81,230,297,680,847,928],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8647892225362985,0.004710246676892738,-0.8694994692131919]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6251350354624902,0.2645125524050085,0.1103524121325014]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[168,177,344,409,413,519,803,806,975],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5795081583534174,-0.5310885382913977,-0.04841962006201994]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5367516637768456,0.1767858016966753,0.28646253452647924]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[58,560,716,843,978],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2269340994881319,0.22299183600754424,-0.4499259354956761]}","{""vectorType"":""dense"",""length"":3,""values"":[0.39931704819338665,0.3977459340847858,0.20293701772182762]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[25,29,61,123,248,304,319,390,415,429,442,527,553,736],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.0669676271960444,-1.0347482026018064,-1.032219424594239]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9173825361569202,0.041256501642971254,0.04136096220010862]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,53,79,174,207,303,325,476,477,488,527,684,699,770,869,872],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.451265129083623,-0.1691543469720011,-2.282110782111623]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9245826664840456,0.06728403507853874,0.008133298437415608]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[16,109,415,426,477,527,907,925],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8156897051357364,-0.6671817285725892,-1.148507976563148]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8809757989285052,0.07356421673546731,0.04545998433602751]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[133,267,270,415,433,437,507,596,601,627,663,671,817],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.6723047348311366,-0.045431878478873255,-1.626872856352263]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8221078508701286,0.1475452603553116,0.030346888774559874]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[25,29,330,411,415,426,619,661,671,999],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9229532821951045,-0.3660344147962988,-1.556918867398806]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8832514863232892,0.08953434297189299,0.027214170704817672]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[16,29,61,141,152,263,377,624,736,755,791,904,946],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.103766421033542,-0.7277923089921203,-1.3759741120414217]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9176531588249929,0.054068986909484154,0.028277854265522984]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[560,958],""values"":[1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.2186393918575902,-0.09776771249819777,0.3164071043557879]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2606876915916095,0.2941808711778592,0.44513143723053145]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[12,48,73,433,560,811,825],""values"":[1,1,2,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1966053069929168,-1.047677708737675,-0.1489275982552417]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7318477508786808,0.07757843476038813,0.1905738143609311]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[9,44,174,233,243,286,330,426,536,603,644,746,762],""values"":[1,1,1,1,1,1,1,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7841427817979134,-0.7161990854464699,-1.0679436963514433]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8773617614362859,0.07199362251127538,0.050644616052438786]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,128,234,426,519,560,598,661,674,786,940,999],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.476250073551805,0.41365625557033037,-1.8899063291221356]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7245954639795611,0.25038999952424423,0.025014536496194756]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[53,61,90,117,224,233,286,330,347,548,889],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5289179290875339,-0.3719794883418092,-0.1569384407457247]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5235975774569898,0.21268793337867095,0.2637144891643393]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,41,73,153,166,406,415,426,436,456,628,634,661,815,999],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.580491760322607,-1.9447919776962503,-0.6356997826263571]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9515298712903832,0.010306629635577741,0.038163499074039015]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[15,29,83,163,208,209,249,282,415,437,741,758,834,899,958,982],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7690694263338687,-1.1763106114513935,-0.5927588148824764]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8719689470437785,0.045849934691252536,0.0821811182649689]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,61,415,445,660,674,742,842,893,927,953],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.6980340491147699,-0.6974753437495682,-1.0005587053652019]}","{""vectorType"":""dense"",""length"":3,""values"":[0.863239993723361,0.0786638217837669,0.05809618449287203]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[23,29,146,261,286,362,364,413,415,430,477,527,661,691,925],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[3.1894658042652777,-0.8453227091495685,-2.3441430951157103]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9788172947048767,0.017314711005315002,0.00386799428980844]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[121,146,404,406,415,540,613],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5226404172033252,-0.36967903555074727,-1.1529613816525783]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8199495807190135,0.12358428571167679,0.05646613356930978]}",0
